User,Emp_type,Gate,Gender,Department,Country,Function,Job_ control_point,Scale,Promotions,Intern_Asig,Age,Seniority,Dependents,Job Code,Comparatio,Status
HB16669,Regular employee,2,Male,C,India,Operations,H2-ESG,21,2,No,38,10,1,PC11,0.703853587,Withdrawn
HB31728,Regular employee,3,Female,D,Malaysia,Operations Engineering,H3-ESG,22,2,No,33,10,4,K949,0.852594629,Withdrawn
HB46480,Regular employee,3,Female,D,Malaysia,Operations Engineering,H3-ESG,22,2,No,33,9,1,K949,0.852528397,Withdrawn
HB59498,Regular employee,3,Male,G,India,Sales/Marketing,I2-ESG,24,2,No,32,8,0,R504,0.879646455,Withdrawn
HB65107,Regular employee,2,Male,D,Brunei,Operations,D2-ESG,8,2,No,29,9,0,CC05,0.831429442,Withdrawn
HB87411,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,No,31,7,3,K950,0.887805566,Withdrawn
HB90750,Regular employee,2,Male,B,India,Operations,F2-ESG,15,2,No,34,7,0,ZZ10,1.498588981,Withdrawn
HBL5917,Regular employee,2,Male,H,Malaysia,Sales/Marketing,J1-ESG,26,2,No,37,12,2,LG952,0.62438006,Withdrawn
HX19248,Regular employee,3,Male,D,Malaysia,Sales/Marketing,J1-ESG,26,2,No,37,13,2,R505,1.108313796,Withdrawn
HX42882,Regular employee,2,Male,G,Thailand,Operations,D2-ESG,8,2,No,40,12,4,PF08,1.10596288,Withdrawn
H103358,Expat-ShortTerm/Dev,2,Male,A,Malaysia,Operations Engineering,LVPE-ESG,20,2,Yes,30,6,0,LC32,1,Withdrawn
H120423,Regular employee,2,Male,D,Vietnam,Operations Engineering,G3-ESG,19,2,Yes,29,5,0,K950,0.409226943,Withdrawn
H105748,Regular employee,3,Male,D,Malaysia,Operations Engineering,H3-ESG,22,2,Yes,35,7,4,K949,0.998436931,Withdrawn
H139819,Regular employee,2,Male,D,Malaysia,Operations,D2-ESG,8,2,Yes,31,5,2,CW05,0.646042673,Withdrawn
H113123,Regular employee,2,Male,B,Malaysia,Operations,F2-ESG,15,2,Yes,38,7,3,ZZ10,1.239595546,Withdrawn
H123112,Regular employee,2,Male,G,India,Operations Engineering,G3-ESG,19,2,Yes,29,6,0,K902,0.494565383,Withdrawn
H120107,Regular employee,1,Male,H,Malaysia,Consulting,G3-ESG,19,2,Yes,36,6,5,LG137,0.93055176,Withdrawn
H127033,Expat-ShortTerm/Dev,2,Male,C,Malaysia,Operations,D2-ESG,8,2,Yes,38,6,1,PC08,1.270705948,Withdrawn
H127486,Regular employee,1,Male,B,Thailand,Operations,C1-ESG,4,2,Yes,36,7,2,ZZ03,0.719125902,Withdrawn
H132645,Regular employee,2,Male,B,Malaysia,Operations,D2-ESG,8,2,Yes,33,6,2,ZZ08,1.091674862,Withdrawn
H140199,Expat-ShortTerm/Dev,2,Male,B,Brunei,Operations,D2-ESG,8,2,Yes,32,5,1,ZZ08,0.894171976,Withdrawn
H142928,Regular employee,2,Male,D,Malaysia,Operations,D2-ESG,8,2,Yes,30,6,2,CW05,0.678995453,Withdrawn
H144717,Expat-ShortTerm/Dev,2,Female,B,Brunei,Operations Engineering,G3-ESG,19,2,Yes,33,5,0,K942,0.674261061,Withdrawn
H151958,Regular employee,2,Male,C,India,Operations Engineering,G3-ESG,19,2,Yes,30,4,0,K918,0.449961359,Withdrawn
H202904,Regular employee,2,Male,B,Malaysia,Operations,H3-ESG,22,2,Yes,34,4,3,ZZ11,1.332403881,Withdrawn
H223933,Regular employee,4,Male,J,Malaysia,Operations,H2-ESG,21,2,Yes,35,8,3,TG11,1.089173831,Withdrawn
H225226,Regular employee,2,Male,C,Malaysia,Operations,H2-ESG,21,2,Yes,47,3,4,PC11,1.195723445,Withdrawn
HB23100,Regular employee,2,Male,C,Thailand,Operations Engineering,H3-ESG,22,2,Yes,37,11,0,K917,1.157749391,Withdrawn
HB23387,Regular employee,4,Male,C,Thailand,Operations,I2-ESG,24,2,Yes,38,10,0,FF05,0.970736784,Withdrawn
HB24978,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,34,10,4,MV02,1,Withdrawn
HB31613,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,43,9,5,DV02,1,Withdrawn
HB52474,Regular employee,1,Male,I,India,Operations Engineering,VPE-ESG,19,2,Yes,33,8,1,MV04,1,Withdrawn
HB66753,Regular employee,2,Male,D,Vietnam,Operations,D2-ESG,8,2,Yes,33,8,3,CC05,1.627387129,Withdrawn
HB70946,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,2,Yes,38,14,0,DV02,1,Withdrawn
HB71646,Regular employee,2,Male,G,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,32,8,0,K910,0.675485071,Withdrawn
HB71793,Regular employee,4,Male,K,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,38,7,0,BD12,1.260611617,Withdrawn
HB91046,Regular employee,2,Male,D,Malaysia,Operations Engineering,G3-ESG,19,2,Yes,34,6,0,K950,0.790068496,Withdrawn
HBBG446,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,37,14,4,DV02,1,Withdrawn
HBT5155,Regular employee,2,Male,C,Thailand,Operations,F2-ESG,15,2,Yes,46,18,4,PC10,1.394577697,Withdrawn
HX45119,Regular employee,2,Male,I,Malaysia,Operations Engineering,VPE-ESG,19,2,Yes,36,12,0,DV03,1,Withdrawn
H107660,Regular employee,3,Female,D,Malaysia,Operations Engineering,H3-ESG,22,3,No,33,7,3,K949,0.709520813,Withdrawn
H109840,Regular employee,3,Female,D,Malaysia,Operations Engineering,H3-ESG,22,3,No,30,7,1,K949,0.698135576,Withdrawn
H113296,Regular employee,3,Male,D,Malaysia,Operations Engineering,H3-ESG,22,3,No,31,7,0,K949,0.654270292,Withdrawn
H116988,Regular employee,1,Male,G,Malaysia,Operations,C1-ESG,4,3,No,29,6,0,PS03,0.799905523,Withdrawn
H117788,Regular employee,2,Male,G,India,Operations,D2-ESG,8,3,No,30,6,1,PF05,1.148584022,Withdrawn
H138615,Regular employee,2,Male,C,India,Operations,D2-ESG,8,3,No,32,6,0,PC05,0.7323925,Withdrawn
H142784,Regular employee,1,Male,B,Thailand,Operations,C1-ESG,4,3,No,31,6,2,ZZ03,0.718043647,Withdrawn
H146265,Regular employee,1,Female,I,India,Operations Engineering,VPE-ESG,19,3,No,26,4,0,MV04,1,Withdrawn
H215321,Regular employee,3,Male,D,Malaysia,Operations Engineering,H3-ESG,22,3,No,32,5,3,K949,0.637030169,Withdrawn
H232014,Regular employee,2,Male,A,Thailand,Operations Engineering,LVPE-ESG,20,3,No,29,2,0,LC32,1,Withdrawn
HB19047,Regular employee,3,Female,D,Malaysia,Sales/Marketing,J1-ESG,26,3,No,35,12,3,R505,1.087119935,Withdrawn
HB19188,Regular employee,6,Male,K,India,Operations,J3-ESG,28,3,No,37,10,1,R453,1.282823352,Withdrawn
HB45152,Regular employee,2,Male,G,India,Operations,F2-ESG,15,3,No,37,9,1,PF10,0.685502092,Withdrawn
HB46597,Regular employee,2,Male,B,India,Operations,E2-ESG,11,3,No,46,5,1,ZZ09,1.171756504,Withdrawn
HB59586,Regular employee,1,Male,I,Thailand,Operations Engineering,VPE-ESG,19,3,No,36,8,0,MV04,1,Withdrawn
HB61301,Regular employee,2,Male,I,India,Operations Engineering,VPE-ESG,19,3,No,38,9,1,DV02,1,Withdrawn
HB63222,Regular employee,1,Male,I,Thailand,Operations Engineering,VPE-ESG,19,3,No,34,8,1,MV04,1,Withdrawn
HB64822,Regular employee,2,Male,G,India,Operations,D2-ESG,8,3,No,37,8,0,PF05,1.217215409,Withdrawn
HB72225,Regular employee,3,Male,B,Thailand,Sales/Marketing,I2-ESG,24,3,No,34,7,0,R504,0.622510383,Withdrawn
HB74078,Regular employee,1,Female,K,Thailand,Operations,VPE-ESG,19,3,No,29,7,0,BD09,0.861995753,Withdrawn
HB74293,Regular employee,2,Male,B,Malaysia,Operations Engineering,G3-ESG,19,3,No,34,8,4,K942,0.844587211,Withdrawn
HB81611,Regular employee,3,Female,D,Malaysia,Operations Engineering,H3-ESG,22,3,No,31,8,4,K949,0.637334835,Withdrawn
HB83066,Regular employee,3,Male,D,Malaysia,Operations Engineering,H3-ESG,22,3,No,29,6,3,K949,0.690618273,Withdrawn
HB87967,Regular employee,2,Female,L,India,Operations Engineering,G3-ESG,19,3,No,35,8,1,T090,0.643937891,Withdrawn
HB88361,Regular employee,2,Male,C,India,Operations,D2-ESG,8,3,No,33,6,1,PC05,0.82789738,Withdrawn
HBA4344,Regular employee,3,Male,D,Malaysia,Operations,H2-ESG,21,3,No,54,22,4,CC11,1.756229054,Withdrawn
HX31378,Regular employee,2,Male,B,India,Operations,F2-ESG,15,3,No,38,12,4,ZZ10,1.043493983,Withdrawn
H113201,Regular employee,2,Male,K,Thailand,Operations,VPE-ESG,19,3,Yes,54,6,0,BD10,1.348706843,Withdrawn
H104983,Regular employee,2,Male,G,Malaysia,Operations Engineering,H3-ESG,22,3,Yes,29,7,0,K909,0.695222899,Withdrawn
H114099,Regular employee,2,Male,B,Thailand,Operations,D2-ESG,8,3,Yes,29,7,1,ZZ08,0.731719143,Withdrawn
H114750,Regular employee,3,Male,J,Malaysia,Sales/Marketing,I2-ESG,24,3,Yes,31,6,2,R504,0.688887662,Withdrawn
H133860,Regular employee,2,Male,C,India,Operations Engineering,H3-ESG,22,3,Yes,28,6,0,K917,0.40261362,Withdrawn
H127448,Regular employee,2,Male,K,India,Operations,VPE-ESG,19,3,Yes,39,7,1,BD10,1,Withdrawn
H157157,Expat-ShortTerm/Dev,1,Male,N,Brunei,Operations,C1-ESG,4,3,Yes,29,6,2,PP03,1.124365029,Withdrawn
H158582,Regular employee,1,Male,C,Malaysia,Operations Engineering,F3-ESG,16,3,Yes,28,5,1,K919,0.628157743,Withdrawn
H202776,Regular employee,2,Male,B,Malaysia,Operations,D2-ESG,8,3,Yes,34,6,6,ZZ08,1.224130851,Withdrawn
HB88626,Regular employee,2,Male,G,India,Operations,D2-ESG,8,3,Yes,36,7,1,PF05,1.411867922,Withdrawn
HX24959,Regular employee,5,Male,J,Vietnam,Operations,J2-ESG,27,3,Yes,36,12,3,K143,1.081007604,Withdrawn
H101856,Regular employee,2,Male,G,India,Operations,D2-ESG,8,4,No,31,7,1,PF05,0.796217018,Withdrawn
H111311,Regular employee,2,Male,C,India,Operations,D2-ESG,8,4,No,31,6,0,PC05,0.816828575,Withdrawn
H116172,Regular employee,2,Male,I,Thailand,Operations Engineering,VPE-ESG,19,4,No,32,6,0,DV02,1,Withdrawn
HB41037,Regular employee,4,Male,G,India,Operations,I2-ESG,24,4,No,32,8,1,FF05,0.884600216,Withdrawn
HB60415,Regular employee,3,Male,A,Malaysia,Sales/Marketing,I3-ESG,25,4,No,36,9,4,L041,1.214383947,Withdrawn
H121828,Regular employee,2,Male,B,Thailand,Operations,D2-ESG,8,4,Yes,29,7,2,ZZ08,0.763215466,Withdrawn
H143439,Regular employee,2,Male,C,India,Operations Engineering,I3-ESG,25,4,Yes,29,6,0,K916,0.806674045,Withdrawn
HB41036,Regular employee,2,Male,C,India,Operations,H2-ESG,21,4,Yes,33,9,1,PC11,0.851000741,Withdrawn
HB48745,Regular employee,2,Male,G,India,Operations,D2-ESG,8,4,Yes,31,9,1,PF05,0.805577692,Withdrawn
HB76333,Regular employee,1,Male,G,Thailand,Operations,C1-ESG,4,4,Yes,40,9,3,PS03,1.06471069,Withdrawn
HB41031,Regular employee,2,Male,C,India,Operations,E2-ESG,11,5,No,36,9,0,PC09,1.096736843,Withdrawn
HB44398,Regular employee,2,Male,C,India,Operations,F2-ESG,15,5,Yes,33,9,0,PC10,1.057486263,Withdrawn
HB45977,Regular employee,1,Male,G,India,Operations,C2-ESG,5,5,Yes,32,9,0,PF04,0.854017809,Withdrawn
